Respondent_ID,Gender,Age_Group,Experience_Years,Employment_Sector,Current_Monthly_Salary,Salary_Adequacy,Salary_Adequacy_score,Income_Expenditure,Debt_Status,Food & Groceries,Food_score_Num,Transport_Score,Transportataion_score_Num,Healthcare_score,Healthcare_score_Num,Savings_Behaviour,Coping_Strategy
253,Female,26-35,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Moderately Affected,3,Severely Affected,4,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
254,Female,26-35,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Moderately Affected,3,Severely Affected,4,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
255,Male,36-45,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,More than 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
256,Female,36-45,3 years and above,NGO / International Organisation,"Above #500,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Severely Affected,4,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
257,Female,46 and above,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Moderately Affected,3,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
258,Male,46 and above,3 years and above,Private sector,"Below #50,000","It covers much less than before, I struggle significantly",4,50% or less,"Yes, regularly, I borrow almost every month",Moderately Affected,3,Not Affected at all,0,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
259,Male,46 and above,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Slightly Affected,2,Not Affected at all,0,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
260,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
261,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Extremely Affected,5,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
262,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
263,Female,46 and above,3 years and above,NGO / International Organisation,"Above #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Extremely Affected,5,My savings have remained roughly the same,Reducing food quantity or quality
264,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
265,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
266,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Not Affected at all,0,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
267,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
268,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, regularly, I borrow almost every month",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
269,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
270,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Moderately Affected,3,Slightly Affected,2,Not Affected at all,0,I save much less than I used to,Taking on an additional job or side hustle
271,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
272,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Severely Affected,4,My savings have remained roughly the same,Taking on an additional job or side hustle
273,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
274,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
275,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
276,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
277,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Reducing food quantity or quality
278,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
279,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
280,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
281,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
282,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
283,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
284,Male,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
285,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
286,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Extremely Affected,5,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
287,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Slightly Affected,2,Not Affected at all,0,My savings have remained roughly the same,Reducing food quantity or quality
288,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,50% or less,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
289,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
290,Female,18-25,3 years and above,Private sector,"Below #50,000",It covers about the same as before,2,50% or less,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Not Affected at all,0,Not Affected at all,0,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
291,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
292,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers more than before, my situation has improved",1,50% or less,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Not Affected at all,0,Slightly Affected,2,I now save more deliberately to protect myself,Cutting back on non-essential spending
293,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Not Affected at all,0,Not Affected at all,0,I now save more deliberately to protect myself,Borrowing money or taking loans
294,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Slightly Affected,2,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
295,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Drawing down on existing savings or investments
296,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Slightly Affected,2,Extremely Affected,5,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
297,Female,36-45,3 years and above,NGO / International Organisation,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Severely Affected,4,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
298,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
299,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Severely Affected,4,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
300,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
301,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Severely Affected,4,My savings have remained roughly the same,Drawing down on existing savings or investments
302,Female,26-35,3 years and above,Private sector,"#301,000 - #500,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Extremely Affected,5,My savings have remained roughly the same,Reducing food quantity or quality
303,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,My savings have remained roughly the same,Reducing food quantity or quality
304,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
305,Female,26-35,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Slightly Affected,2,Not Affected at all,0,I save much less than I used to,Taking on an additional job or side hustle
306,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
307,Female,26-35,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Not Affected at all,0,I now save more deliberately to protect myself,Cutting back on non-essential spending
308,Female,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Slightly Affected,2,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
309,Female,46 and above,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
310,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Drawing down on existing savings or investments
311,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
312,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
313,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
314,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
315,Female,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
316,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Severely Affected,4,I save much less than I used to,Reducing food quantity or quality
317,Female,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
318,Female,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
319,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Severely Affected,4,I save much less than I used to,Joining a cooperative savings group (Ajo/Esusu)
320,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Drawing down on existing savings or investments
321,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
322,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Reducing food quantity or quality
323,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
324,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
325,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Reducing food quantity or quality
326,Female,46 and above,3 years and above,Private sector,"#301,000 - #500,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Severely Affected,4,Severely Affected,4,My savings have remained roughly the same,Drawing down on existing savings or investments
327,Female,18-25,3 years and above,Private sector,"#50,000 - #150,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
328,Female,18-25,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
329,Female,46 and above,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Extremely Affected,5,My savings have remained roughly the same,Drawing down on existing savings or investments
330,Female,18-25,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000","It covers more than before, my situation has improved",1,50% or less,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Extremely Affected,5,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
331,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
332,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Severely Affected,4,My savings have remained roughly the same,Drawing down on existing savings or investments
333,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
334,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"No, but I have completely depleted my savings to cope",Slightly Affected,2,Slightly Affected,2,Not Affected at all,0,I save much less than I used to,Cutting back on non-essential spending
335,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Slightly Affected,2,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
336,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Slightly Affected,2,Slightly Affected,2,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
337,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Slightly Affected,2,Moderately Affected,3,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
338,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
339,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
340,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
341,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
342,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
343,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Moderately Affected,3,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
344,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,I save much less than I used to,Drawing down on existing savings or investments
345,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
346,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
347,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Slightly Affected,2,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
348,Female,26-35,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Not Affected at all,0,My savings have remained roughly the same,Cutting back on non-essential spending
349,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
350,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
351,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
352,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,More than 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Drawing down on existing savings or investments
353,Male,36-45,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
354,Male,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
355,Male,26-35,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Not Affected at all,0,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
