Respondent_ID,Gender,Age_Group,Experience_Years,Employment_Sector,Current_Monthly_Salary,Salary_Adequacy,Salary_Adequacy_score,Income_Expenditure,Debt_Status,Food & Groceries,Food_score_Num,Transport_Score,Transportataion_score_Num,Healthcare_score,Healthcare_score_Num,Savings_Behaviour,Coping_Strategy
356,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
357,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Not Affected at all,0,Severely Affected,4,I save much less than I used to,Cutting back on non-essential spending
358,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,I now save more deliberately to protect myself,Cutting back on non-essential spending
359,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
360,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Not Affected at all,0,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
361,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
362,Female,36-45,3 years and above,Private sector,"Above #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Severely Affected,4,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
363,Male,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Slightly Affected,2,Severely Affected,4,I save much less than I used to,Reducing food quantity or quality
364,Female,26-35,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
365,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
366,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Moderately Affected,3,Not Affected at all,0,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
367,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
368,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
369,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Slightly Affected,2,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
370,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,I now save more deliberately to protect myself,Taking on an additional job or side hustle
371,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
372,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Extremely Affected,5,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
373,Female,46 and above,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
374,Male,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Severely Affected,4,Extremely Affected,5,Extremely Affected,5,My savings have remained roughly the same,Taking on an additional job or side hustle
375,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
376,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Moderately Affected,3,Severely Affected,4,I save much less than I used to,Taking on an additional job or side hustle
377,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Moderately Affected,3,Severely Affected,4,I save much less than I used to,Cutting back on non-essential spending
378,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,More than 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Taking on an additional job or side hustle
379,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
380,Female,46 and above,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
381,Female,36-45,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,More than 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
382,Female,46 and above,3 years and above,Private sector,"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Severely Affected,4,Extremely Affected,5,I save much less than I used to,Borrowing money or taking loans
383,Female,46 and above,3 years and above,Private sector,"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Slightly Affected,2,Extremely Affected,5,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
384,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Extremely Affected,5,I save much less than I used to,Borrowing money or taking loans
385,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Slightly Affected,2,Extremely Affected,5,I save much less than I used to,Borrowing money or taking loans
386,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Slightly Affected,2,Severely Affected,4,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
387,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Severely Affected,4,My savings have remained roughly the same,Reducing food quantity or quality
388,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Severely Affected,4,I save much less than I used to,Reducing food quantity or quality
389,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,51% - 70%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Extremely Affected,5,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
390,Male,36-45,3 years and above,NGO / International Organisation,"Above #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
391,Female,36-45,3 years and above,NGO / International Organisation,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
392,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Severely Affected,4,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
393,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
394,Female,36-45,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Drawing down on existing savings or investments
395,Male,36-45,3 years and above,Private sector,"Above #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
396,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
397,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
398,Female,26-35,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers more than before, my situation has improved",1,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
399,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
400,Male,36-45,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
401,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
402,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
403,Male,26-35,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
404,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
405,Female,26-35,3 years and above,NGO / International Organisation,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Joining a cooperative savings group (Ajo/Esusu)
406,Male,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
407,Male,26-35,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
408,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
409,Female,36-45,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, I have managed without borrowing or depleting savings",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
410,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
411,Male,26-35,3 years and above,NGO / International Organisation,"Above #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I now save more deliberately to protect myself,Joining a cooperative savings group (Ajo/Esusu)
412,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
413,Male,26-35,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,I now save more deliberately to protect myself,Cutting back on non-essential spending
414,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Drawing down on existing savings or investments
415,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
416,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
417,Female,26-35,3 years and above,Private sector,"#50,000 - #150,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
418,Female,26-35,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
419,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Taking on an additional job or side hustle
420,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
421,Male,26-35,3 years and above,NGO / International Organisation,"#50,000 - #150,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
422,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
423,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,My savings have remained roughly the same,Reducing food quantity or quality
424,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
425,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
426,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Drawing down on existing savings or investments
427,Female,26-35,3 years and above,NGO / International Organisation,"#301,000 - #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
428,Female,36-45,3 years and above,NGO / International Organisation,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Slightly Affected,2,Moderately Affected,3,I now save more deliberately to protect myself,Cutting back on non-essential spending
429,Female,36-45,3 years and above,NGO / International Organisation,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,My savings have remained roughly the same,Cutting back on non-essential spending
430,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,My savings have remained roughly the same,Joining a cooperative savings group (Ajo/Esusu)
431,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Reducing food quantity or quality
432,Female,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#50,000 - #150,000","It covers more than before, my situation has improved",1,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
433,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
434,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
435,Male,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#301,000 - #500,000","It covers more than before, my situation has improved",1,71% - 90%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
436,Female,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
437,Female,26-35,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
438,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#50,000 - #150,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Extremely Affected,5,Moderately Affected,3,I save much less than I used to,Drawing down on existing savings or investments
439,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Moderately Affected,3,I save much less than I used to,Cutting back on non-essential spending
440,Male,36-45,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Severely Affected,4,Slightly Affected,2,My savings have remained roughly the same,Drawing down on existing savings or investments
441,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Reducing food quantity or quality
442,Female,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Slightly Affected,2,Moderately Affected,3,I save much less than I used to,Drawing down on existing savings or investments
443,Female,46 and above,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, I have managed without borrowing or depleting savings",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
444,Male,46 and above,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Slightly Affected,2,I now save more deliberately to protect myself,Taking on an additional job or side hustle
445,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
446,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Taking on an additional job or side hustle
447,Female,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Slightly Affected,2,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Reducing food quantity or quality
448,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Cutting back on non-essential spending
449,Female,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#50,000 - #150,000",It covers about the same as before,2,51% - 70%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Taking on an additional job or side hustle
450,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Severely Affected,4,Extremely Affected,5,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
451,Male,26-35,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers more than before, my situation has improved",1,51% - 70%,"No, I have managed without borrowing or depleting savings",Moderately Affected,3,Slightly Affected,2,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
452,Male,36-45,3 years and above,Private sector,"#50,000 - #150,000",It covers about the same as before,2,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
453,Female,26-35,3 years and above,Private sector,"#151,000 - #300,000","It covers more than before, my situation has improved",1,More than 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,My savings have remained roughly the same,Reducing food quantity or quality
454,Female,26-35,3 years and above,Self-employed but on a fixed monthly salary,"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"No, but I have completely depleted my savings to cope",Severely Affected,4,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Drawing down on existing savings or investments
455,Male,36-45,3 years and above,Public sector (Government/Civil Service),"#151,000 - #300,000","It covers less than before, I manage but with difficulty",3,More than 90%,"Yes, occasionally, I borrow when things get too tight",Moderately Affected,3,Severely Affected,4,Moderately Affected,3,I save much less than I used to,Taking on an additional job or side hustle
456,Female,36-45,3 years and above,Private sector,"#151,000 - #300,000",It covers about the same as before,2,More than 90%,"No, but I have completely depleted my savings to cope",Moderately Affected,3,Moderately Affected,3,Slightly Affected,2,I save much less than I used to,Cutting back on non-essential spending
457,Male,26-35,3 years and above,Private sector,"#301,000 - #500,000","It covers less than before, I manage but with difficulty",3,71% - 90%,"Yes, occasionally, I borrow when things get too tight",Extremely Affected,5,Moderately Affected,3,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Cutting back on non-essential spending
458,Male,36-45,3 years and above,Private sector,"#301,000 - #500,000","It covers much less than before, I struggle significantly",4,71% - 90%,"Yes, regularly, I borrow almost every month",Extremely Affected,5,Extremely Affected,5,Slightly Affected,2,"I have completely stopped saving , there is nothing left to save",Borrowing money or taking loans
